"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4215257";"";"0";"471.02";"0";"3.83";"47";"Cc1cc(Cn2c(N3CCNCC3)nc3c(N4CCC[C@H]4CN)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201760";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (lower range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4218552";"";"0";"372.88";"0";"3.90";"29";"Cc1cc(Cn2c(N3CCNCC3)nc3ccc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201761";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (higher range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4213025";"";"0";"483.04";"0";"3.66";"64";"Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(N4CCN(C)CC4)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201763";"Activation of SOS1 in human HeLa cells expressing wild type KRAS assessed as increase in RAS-GTP levels at 10 to 30 uM incubated for 10 mins by active RAS pull-down assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4215883";"";"0";"476.99";"0";"4.67";"60";"Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4cncnc4C)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201765";"Activation of SOS1 in human HeLa cells expressing wild type KRAS assessed as increase in RAS-GTP levels at 0.3 to 30 uM incubated for 10 mins by active RAS pull-down assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4215515";"";"0";"386.90";"0";"4.42";"8";"Cc1cc2nc(N3CCC(N)CC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C";"EC50";"'='";"6600.0";"nM";"5.18";"";"";"UO_0000065";"13.39";"0.26";"0.76";"11.00";"0";"CHEMBL4201750";"Activation of human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by nucleotide exchange assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4243567";"";"0";"437.95";"1";"5.75";"34";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(C3=CCNCC3)cccc12)C1CC1";"FC";"'='";"1.98";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4237214";"Activation of SOS1 in human HeLa cells assessed as effect on ERK1/2 phosphorylation at T202/Y204 residue by measuring ratio of total ERK1/2 level to pERK1/2 (T202/Y204) level at 25 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4243567";"";"0";"437.95";"1";"5.75";"34";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(C3=CCNCC3)cccc12)C1CC1";"FC";"'='";"1.16";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4237215";"Activation of SOS1 in human HeLa cells assessed as effect on ERK1/2 phosphorylation at T202/Y204 residue by measuring ratio of total ERK1/2 level to pERK1/2 (T202/Y204) level at 50 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4246533";"";"0";"428.94";"1";"5.96";"40";"CCOCCc1cccc2c(N[C@H](C)C3CC3)nc(Nc3ccc(F)c(Cl)c3)nc12";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4237203";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4245081";"";"0";"356.83";"1";"5.38";"22";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2ccccc12)C1CC1";"Activity";"'='";"122.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4237204";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay relative to positive control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4244009";"";"0";"370.86";"1";"5.77";"28";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2ccccc12)C1CCC1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4237217";"Biphasic activity at SOS1 in human HeLa cells assessed as reduction in ERK1/2 T202/Y204 phosphorylation at 100 uM measured after 30 mins by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL1740406";"";"0";"291.40";"0";"3.89";"2";"Cc1cc2c(cc1C)N(Cc1ccccc1)C1=NCCCN12";"EC50";"'='";"23200.0";"nM";"4.63";"";"";"UO_0000065";"15.90";"0.29";"0.74";"24.60";"0";"CHEMBL4201750";"Activation of human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by nucleotide exchange assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1467123";"";"0";"342.35";"0";"3.30";"NSC-13982";"Nc1ccc(NC(=O)c2ccccc2)c2c1C(=O)c1ccccc1C2=O";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421084";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) at 100 uM by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4471794";"";"0";"356.43";"0";"4.00";"B1";"O=C1/C(=C/c2cccc([N+](=O)[O-])c2)SC(=S)N1Cc1ccccc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4552729";"";"0";"358.40";"0";"3.71";"B2";"O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)SC(=S)N1c1ccc(O)cc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4547916";"";"0";"376.39";"0";"2.43";"C1";"O=C1Oc2ccccc2C(=O)/C1=C\N1C(=O)/C(=C/c2ccccc2)NC1=S";"IC50";"'='";"45300.0";"nM";"4.34";"";"";"UO_0000065";"11.54";"0.22";"1.91";"5.74";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4521440";"";"0";"392.39";"0";"2.14";"C2";"O=C1Oc2ccccc2C(=O)/C1=C\N1C(=O)/C(=C/c2ccccc2O)NC1=S";"IC50";"'='";"48600.0";"nM";"4.31";"";"";"UO_0000065";"10.99";"0.21";"2.17";"4.50";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4535743";"";"0";"432.43";"1";"6.32";"UC-773587";"O=C(O)c1ccccc1-c1c2ccc3cc(O)ccc3c2oc2c1ccc1cc(=O)ccc12";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"12.36";"0.22";"-0.97";"6.09";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4444344";"";"0";"370.45";"1";"7.69";"NSC-126404";"C(=C1c2c(ccc3ccccc23)Oc2ccc3ccccc3c21)c1ccccc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4457784";"";"0";"415.51";"1";"5.90";"UC-503495";"CCOC(=O)c1cc2c3c(c1)C1C=CCC1C(c1ccc(F)cc1)N3CC1CC=CC21";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4459046";"";"0";"378.20";"0";"4.39";"UC-376097";"O=C1/C(=C\c2cc(Br)cc([N+](=O)[O-])c2O)Sc2ccccc21";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Activity";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"0";"CHEMBL4421088";"Binding affinity to N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-terminal-GST-tagged H-Ras (1 to 166 residues) binding to NT-647 cysteine-labeled purified SOS1 catalytic domain by competitive microscale thermophoresis analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4535743";"";"0";"432.43";"1";"6.32";"UC-773587";"O=C(O)c1ccccc1-c1c2ccc3cc(O)ccc3c2oc2c1ccc1cc(=O)ccc12";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL4421088";"Binding affinity to N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-terminal-GST-tagged H-Ras (1 to 166 residues) binding to NT-647 cysteine-labeled purified SOS1 catalytic domain by competitive microscale thermophoresis analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Kd";"'='";"7040.0";"nM";"5.15";"";"";"UO_0000065";"11.75";"0.23";"1.67";"4.82";"0";"CHEMBL4421087";"Binding affinity to N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) by label-free microscale thermophoresis analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421118";"Inhibition of HA-tagged human SOS1 W729L mutant expressed in HEK293T cells assessed as reduction in Akt phosphorylation at 20 to 50 uM pre-incubated for 2 hrs before EGF stimulation for 15 mins by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"Q07889";"W729L";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421162";"Inhibition of SOS1 in overnight serum-starved human MIAPaCa2 cells assessed as reduction in AKT phosphorylation at 40 uM incubated for 2 hrs by Western blotting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4561259";"";"0";"325.37";"1";"5.72";"NSC-70220";"O=[N+]([O-])c1ccccc1/C=C/C=C1c2ccccc2-c2ccccc21";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421172";"Inhibition of SOS1 in overnight serum-starved human BxPC3 cells assessed as reduction in ERK phosphorylation at 40 to 60 uM incubated for 2 hrs by Western blotting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4586874";"";"0";"573.66";"2";"5.75";"I-261";"COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@@H](C(=O)N(C)CCO)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"15.16";"0.29";"2.95";"7.66";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4573129";"";"0";"403.91";"1";"5.93";"UC-857993";"O=C(O)c1cc2c3c(c1)C1C=CCC1C(c1ccccc1Cl)N3CC1CC=CC21";"IC50";"'='";"32300.0";"nM";"4.49";"";"";"UO_0000065";"11.12";"0.21";"-1.44";"11.08";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4558440";"";"0";"414.46";"1";"5.19";"UC-781482";"O=C(O)c1cc2c3c(c1)C1C=CCC1C(c1cccc([N+](=O)[O-])c1)N3CC1CC=CC21";"IC50";"'='";"39800.0";"nM";"4.40";"";"";"UO_0000065";"10.62";"0.19";"-0.79";"5.26";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4541856";"";"0";"457.55";"0";"3.69";"I-3";"COc1cc2nc(C)nc(N[C@H](C)c3cccc(S(C)(=O)=O)c3)c2cc1O[C@H]1CCOC1";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"16.02";"0.31";"3.64";"7.35";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4528666";"";"0";"444.50";"1";"5.68";"I-377";"CNC(=O)CC(C)c1cc2c(N[C@H](C)c3cccc(C(F)(F)F)c3)nc(C)nc2cc1C";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.00";"0.34";"2.32";"11.96";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4561153";"";"0";"476.50";"1";"5.31";"I-382";"CONC(=O)CC(C)c1cc2c(N[C@H](C)c3cccc(C(F)(F)F)c3)nc(C)nc2cc1OC";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"16.36";"0.31";"2.49";"9.13";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4583121";"";"0";"482.46";"1";"5.04";"I-341";"Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3ccc(=O)n(CC(=O)O)c3)ccc2n1";"IC50";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"15.45";"0.29";"2.42";"7.68";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
